,name,contents
4730,가시-낭," =&#62273;-낭. 상수리나무(참나무)
"
6800,가시-아방,=처부. 장인(丈人)
6799,가시-어멍,=처모. 장모(丈母)
4635,가시-엄낭,엄나무
3009,가시-틀,산딸기의 한가지
6798,가시-할망,=처-할망. 장조모(丈祖母)
6797,가시-할아방,=처-할아방 장조(丈祖)
4474,가시-허물,=보푸래기. 뾰루지
4637,가시덤벌,가시덤불
4729,가시릉-낭,⇒가스레기낭
4728,가시리,풀가사리
1176,가시머리,"""소 등에 올려놓았던 질메/진매가지가 있는데 모양이 비슷하여 
 가지머리
 로불리다가 가시머리가 되었다""
"
4636,가시새,⇒가스새
4107,가시새,⇒가스새
1390,가시탈낭,가시딸기
4727,가시틀-낭,산딸기나무의 한 가지
4473,가심,가슴
6933,가온대,가운데
2847,가옷,가웃
1211,가운디-몰리,"양쪽은 평평하고 이곳에만 마루를 이룬 형상
"
1363,가자리,개자리
4634,가쟁이,=가젱이. 가지(枝)
4726,가젱이,⇒가쟁이
3740,가죽-감티,가죽으로 만든 방한모(防寒帽)의 한가지
4106,가지,집-가지=집-가제. 기스락
2846,가지-물,=지&#49835;-물=지싣-물. 기스락물. 기슭물
6262,가지깽이,=개지. 바리뚜껑
3008,가지깽이-고장,=접시꽃=촉교화. 촉교화(蜀葵花). 접시꽃
5340,가치,=간치. 까치
1684,가치다,가두다. 수금하다 (囚禁)
2845,가풀,아교
1683,가프(갚으)다(으변),갚다
4472,각,⇒가달
1677,각-트다(으변),각뜨다
4633,각단,띠의 짧은 것(短茅)
3215,각매기,고갱이. 빈이삭
3214,각물,=각재기=각지. 꼬투리
2843,각서,여러 가지. 각종
6789,각세,⇒갓
1196,각시알물,"새색시같이 생긴 바위 근처에 있어 붙여진 이름
"
6796,각씨,안해
3213,각재기,⇒각물
4885,각제기,전갱이
3212,각지,⇒각물
6261,각지,등잔
4105,간-세,간새. 간살
2841,간간-무종,간 곳을 모르게 됨
6795,간나희,간사한 계집
1312,간남,광나무
224,간대로,함부로
6260,간데기,풍로. 일본어에서 온것
411,간딴&#62775;다,간단하다.
1676,간상-부리다,야죽거리다
2840,간세,게으름
410,간세&#62775;다,게으르다.
6794,간세-다리,=간세-둥이. 게으름장이
6793,간세-둥이,⇒간세다리
4471,간세-터럭,솜털
2839,간수,⇒가냥
1675,간수-&#62775;다(여변),⇒가냥&#62775;다
5141,간자&#58726;,간저니. 이마에서 코까지 흰줄이 있는 말(만몽어에서 온것)
5261,간자-&#58726;,=간저니=씰-간저니. 이마에서 코까지 흰줄이 있는말 (線瞼馬)
4725,간잘귀,개똥참외
5260,간저니,⇒간자&#58726;
3007,간절미,=구지 뽕나무 열매
4632,간죽-대,=&#57767;-대. 오죽(烏竹)
6259,간지,옷걸이(衣架)
3914,간지메,통조림(왜말 ganjeu-me에서 온것)
4104,간지멧-막,통조림 공장
5339,간치,⇒가치
7158,갈-&#58954;름,늣-&#58954;름. 서쪽에서 오는 바람(西風)
6440,갈-&#61956;뱅이,감물을 들인 잠방이
4985,갈-게스리,지네 모양이 갯지렁이
4724,갈-남,떡갈나무
4631,갈-대,대의 한가지
3737,갈-등지게,감물을 들인 적삼의 한가지
3735,갈-옷,=감-옷. 감물을 들인 옷
3715,갈-적삼,감물을 들인 적삼
6441,갈-중이,감물을 들인 고의
4810,갈개비,&#57773;개비' 개구리
5259,갈뛰-다리,뒷다리가 삐어진 병신소 또는 병신말
5127,갈뛰다리,뒷다리가 탈구(脫臼)된 말
5119,갈뛰다리,뒷다리가 탈구(脫臼)된 소
1674,갈라-지다1,헤어지다. 나뉘어지다
1673,갈라-지다2,=데싸-지다. 위를 향하여 자빠지다
5818,갈래-죽,가랫줄
5710,갈래죽,⇒가래죽
1672,갈르다(르변),가르다
4470,갈리,갈비
3736,갈매-물,보랏빛 물감
2838,갈매장,(藏) 감출장
6792,갈부,=갈붓-년. 갈보
6791,갈붓-년,⇒갈부
4884,갈치,칼치
4984,갈치-꼴랭이,=갈치-꽁댕이. 칼치 꼬리
4883,갈치-꽁댕이,⇒갈치꼴랭이
6258,갈퀴,갈고리
1671,갈판말판-&#62775;다(여변),갈팡질팡하다
5709,갊,갈이(耕)
6439,감-등거리,감물을 들인 등거리
6438,감-옷,⇒갈옷
928,감낭-밧,"감나무 밭
"
1294,감셍이-설체,"설체는 마을에서 멀리 떨어진 들녁, 또는 돌무더기와 잡목이나 덩굴이 많은 구릉지대
"
1059,감수물,"물이 달다 하여 감수물이라 함
"
4983,감은-돔,=검은-돔. 모양이 도미와 비슷하고 조금 검은 바다고기(감성돔)
5258,감은-유마,흑갈색말(黑褐色馬)
4859,감은돔,=검은돔. 강성돔
2837,감장,장사지내고 무덤을 만듦
1670,감장-돌다(ㄹ변),맴돌다
2836,감제,미친 질(狂)
3066,감제,고무가(甘著)
3065,감제-주시,고구마 찌기(澱粉粕)
4570,감제꿀,고구마 덩굴
1899,감제쥐시,고구마찌꺼기
3913,감쥐,=&#58253;-술. 감주(甘酒)
3912,감쥐-주시,감주 찌꺼기
1914,감쥣주시,감주찌꺼기
4723,감태,주름대망
6437,감테,=감티. 방한모(防寒帽)의 한 가지
6436,감티,⇒감테
3006,감티-탈,=보리-탈=복닥-탈. 열매가 늦가을에 익는 딸기의 한가지. 줄기가 많이 뻗고 가시가 있음
6435,갑오-갑투,갑옷과 투구
5599,갑오갑작,도박에서 끝수를 세는 말
6932,갑을-동방,(甲乙東方). 갑(甲)과 을(乙)의 동방
6790,갓,=각세. 배우(配偶)
2834,갓,골마지
4882,갓-돔,모양은 도미와 비슷하고 검으며 비늘은 아주 잔 바다고기
6434,갓-메,갈모(笠帽)
4103,갓-집,갓방
4630,갓데-제완지,누른 물감의 원료가되는 풀 이름(藎草)
4959,갓돔,모양은 도미 비슷하고 검으며 비늘이 잔 바다고기
3209,강-동하리,조 또는 벼의 품종 이름(차진것)
4910,강-베록,=고노리1=멘주아기=멘주기. 올챙이
4809,강-베록2,=고노리2=장콜래비. 곤두벌레
4629,강-쿨,노루귀
4722,강낭-꾀,해바라기
3211,강낭-대죽,옥수수
3210,강낭-콩,강낭콩
3174,강낭대죽,옥수수
2833,강담,고집이 센것
5816,강답,천동지기(乾畓)
5257,강생이,강아지
4469,강알,=강알-트멍. 사타구니. 샅
4468,강알-트멍,⇒강알
6433,강알터진-바지,개구멍 바지
2832,강적,⇒가냥
7157,강쳉이,갑자기 이는 폭풍
4721,개-고치낭,=개-여뀌. 여뀌
4720,개-꽝낭,=꽝-낭. 꽝꽝나무
4627,개-난독낭,왕초피나무. 잎은 먹지않고 열매는 약재로 씀
6788,개-납사니,가납사니
4719,개-낭,누리장나무
4102,개-당,⇒가릿당
7078,개-맡,갯-머리. 포구(浦口). 부두(埠頭)
6668,개-목쟁이,개백장
4626,개-바농,⇒가마귀바농
4718,개-반초,=예-반초=인-반초. 만년초. 문주란(文珠蘭)
4625,개-베릉개,=베롱개=개삼동=개볼래-낭. 까마종이
3005,개-볼래,까마중 열매
4717,개-비눔,비름
3004,개-살구,=개-탕쉬=개-탕지=탱우지. 탱자나무 열매
4716,개-성게2,수영
4622,개-셍게1," =&#58726;-셍게 =술.소루쟁이
"
4467,개-씹,아랫눈썹 다래기
4621,개-옻낭,검양옻나무
4715,개-유,들깨의 한 가지로 씨가 작음
4714,개-제피낭,=개-죄피낭. 분지나무
4466,개-좃,윗눈썹 다래기
4620,개-죄피낭,⇒개제피낭
6786,개-차반지,개차반
7077,개-창,갯바닥
3003,개-탕쉬,⇒개살구
3002,개-탕지,⇒개살구
6785,개-헤치,개띠. 개 해에 난 사람
1387,개가시낭,개가시나무
1297,개고치낭,구기자나무
4628,개꼿-낭,해안메꽃
1360,개꼿낭,갯메꽃
789,개남-술,"개나무가 많았던 동네
"
809,개낭동산,"누리장나무가 많이 있는 동산
"
1366,개당,"바닷가에 있는 당
"
1384,개도레낭,개다래나무
5552,개로육&#59773;,강과 바다를 차지한 당신 이름
1113,개맡물,"바닷가 포구에서 솟아나는 샘이라 하여 붙여진 이름
"
1311,개먹풀낭,광나무
1468,개물-벵듸,물이 말라버린 넓고 평평한 밭
3911,개미,장 또는 메주의 덩이
3910,개미-장,=장-개미. 된장
1669,개벽-&#62775;다(여변),새벽질하다
4624,개불-낭,개 불알 모양의 작은 열매가 둘씩 붙어있는 나무
1419,개뽕낭,산뽕나무
4623,개살구-낭,=탕개쉬-낭=개탕지-낭. 탱자나무
814,개압코지,"포구앞에 있는 곳
"
3909,개역,미숫가루. 보숭이
1365,개엿구,개여뀌
1370,개엿귀,개여뀌
4982,개오리,가오리
5503,개오리-연,가오리 모양의 연
1351,개옷낭,거먕옻나무
3282,개옻낭,검양옻나무
6787,개와시,가난하고 의지할 곳 없는 사람
923,개우지-코지,"바닷가 쪽을 향해 쭉 뻗어 나가서 붙여진 이름
"
4101,개위,인방(引枋)
1364,개자리쿨,개자리
3908,개장-쿡,개장국
1460,개장태,"허벅중에 아가리 부위가 두 겹으로 되어 있는 것.
"
1343,개정동,계요등
6257,개지,⇒가지깽이
4713,개탕쉬-낭,⇒개살구낭
4619,개탕지-낭,⇒개살구낭
6256,개판,(蓋板). 관(棺) 위를 덮는 널
1759,개헤치,개띠(戌年生)
2565,갯&#57791;,갯가
3064,갯-&#57987;물,갓
7076,갯-머리,⇒개맡
954,갯거리오름,"두 마리의 개가 꼬리를 끌고 누운 형상에서 유래
"
6784,갱&#44527;-군,타짜꾼
2831,갱규,협잡
1668,갱규-&#62775;다(여변),협잡하다
6432,갱기,신의 감개
1667,갱기다,①감기다. ②감개를 감다
813,갱이여,"게 모양으로 생긴 암초
"
1728,거,=그-것. 그것
1664,거-놓다,아직 준비를 못하다
2820,거-자랑,흰소리
223,거꿀로,거수로. 거꾸로
2830,거꿈,=게꿈. 거품
1666,거끼다,=에기다. 에끼다
2829,거념,거추함. 보살핌
1665,거념-&#62775;다(여변),보살피다
1663,거눌르다(르변),보살펴 키우다
2828,거느리-왕상,남의 dfl을 이러니 저러니 말하는 것
1662,거느리다,이름을 일컫다. 어떤일을 가리켜 말하다
1661,거느리왕상-&#62775;다 (여변),남의 일을 비평하다
1660,거니-나다,이름 나다
1659,거닥거닥-&#62775;다(여변),거딱거딱-&#62775;다. 끄덕거리다
1658,거두-대기다,일을 거두어 여무지게 하다
2827,거둠-성,일을 끝맺는 성질
1657,거둡다(ㅂ변),거두다
2826,거둥,거동
1656,거드락거드락-&#62775;다(여변),=거들락거들락-`&#62775;다.` 거드럭거리다
1655,거들-러기다,꺼떡거리다
1654,거들락거들락-&#62775;다(여변),⇒거드락거드락&#62775;다
1653,거들부다,일을 서들다
2825,거레,거래(去來)
1620,거르다(르변),거르다
6255,거름-체,가는 체
2824,거리,=걸. 남편과의 부부 인연
1652,거리다1,여러 갈래로 갈라지다. 번식하다
1651,거리다2,긷다(汲). 건지다
1650,거리차다,자빠지게 하다. 눕히다
1338,거린-초남,두갈래로나누어진 참나무가 있는 지경
1029,거린오름,"갈라진 오름이란 뜻에서 유래
"
2823,거림,갈래
4465,거림,자개미(손-거림. 발-거림)
7075,거림-질,갈림길
4909,거말,=거멀. 거머리
4808,거멀,⇒거말
860,거무리-왓,"사계 사람이 시집와서 살았던 곳
"
1260,거무영청굿,"칼춤굿으로 백정 집안에서 자손의 안녕과 가업의 융성을 빌기 위해 행하는 제주도 심방굿의 하나다.
"
1347,거문재낭,검은재나무
853,거믄-머들,"검은색의 돌무더기
"
1012,거미오름,"거미오름
"
6431,거살,남루한 의복
4908,거수에,=게우리. 거위(蛔蟲)
4464,거수엣-빙,거위배
3907,거스름-떡,폐백떡
1649,거스리다1,=거시리다. 나무를 간벌하다 (間伐)
1648,거스리다2,=거시리다. 농사를 짓기 위하여 밭 첫 번 갈이를 하다
5815,거스림,=거시름. 파종하기전 미리 밭을 갈아 두는것
5707,거스림-팥,=거시름-팥. 파종하기전 미리 갈아 둔 밭
1647,거스뭇거스뭇-&#62775;다(여변),자주 불안한 태도를 짓다
1053,거슨새미,"한라산쪽으로 거슬러 흐르는 샘이라 하여 붙여진 이름
"
1011,거슨새미오름,"물이 한라산쪽으로 흘러나온다 하여 붙여진 이름
"
1645,거슬-이다,=거실-이다. 성나게 하다. 사납게 하다
1646,거슬다(ㄹ변),=거실다. ①싫어하다. ②건드리다.
4463,거슴,거스러미
2822,거슴-손,손으로 남을 건드리는것
1644,거시리다1,⇒거스리다1
1643,거시리다2,⇒거스리다2
1642,거시리다3,돈을 덜다
5814,거시림,⇒거스림
5706,거시림-팥,⇒거스림팥
1639,거실-이다,⇒거슬이다
1641,거실거실-&#62775;다(여변),따끔거리다
1640,거실다(ㄹ변),⇒거슬다
222,거쓴,걸른. 얼른
4100,거왕,초가집 처마에 새끼를 매기 위하여 달린 나무
2821,거욱,마을 변두리의 미곤방(未坤方)이 비어진 곳에 쌓은 축조물(築造物)로서 마을의 빈곤을 막기위한 것
4462,거울,거웃. 털(머릿-거울)
5145,거을&#58726;,갈색에 네 발 위쪽이 흰 말
5256,거을-&#58726;,백색에 청흑색(靑黑色)이 섞인 말 (粉嘴馬)
1753,거을다(ㄹ변),반대하다
1637,거을어-지다,사이가 서로 좋지 않게 되다
221,거저,거줌. 거의
6254,거적-테기,거적대기
2819,거죽,=걱죽=겁죽. 껍질. 가죽
2818,거짓-거,"가짜&#20605;物
"
1636,거찌다,손을 대다. 건드리다
2817,거천,살곳을 준비하는것
6253,거치,물건을 싸고 덮기 위하여 만든 짚자리
1010,거친오름,"크고 거칠어보인다, 거쳐가는 오름이다, 거린오름의 와전이다 등의 유래가 있음
"
986,거친오름,"몸집이 크고 산세가 험한데다 숲이 어수선히 우거져 거칠게 보여 연유함
"
4881,거펑,=검넝. 전복껍질
3001,거풀,=겁죽=쏙-껍질. 보늬
1635,거피다,=그피다=기피다. 타다. 콩.보리 따위를 맷돌에서 거칠게 갈다. 거피하다
898,걱대-왓,"솟대를 세웠던 밭
"
4460,걱데,‘걸대’를 얕잡은 말
2816,걱죽,⇒거죽
2814,건-디,"- ㄴ지(‘건’)은 매김씨(冠形詞). ‘디’는 안옹근이름씨(不完全名詞)임. ,보건 디 (본 지)"
1630,건-밀다(ㄹ변),=건-밀리다. 사람을 건드려 밀다. 억지로 밀다
1629,건-밀리다,⇒건밀다
1628,건-불리다,땀 들이다
2812,건-트집,정당한 이유없는 트집
2811,건-풍,거짓. 풍치는 것
1638,건나다,건너다
2815,건달,풍치는 것
6783,건달-놈,풍치고 돌아다니는 사람
1633,건두-대기다,⇒건두다
1634,건두다,=건두-대기다. 모두어 치우다
1155,건두루물,"시원한(건드르) 물이 나온다 하여 유래한 이름
"
1632,건득건득-&#62775;다(여변),바람이 이따금 일다
7156,건들-마,여름 장마철 남쪽에서 강약을 달리하면서 잇달아 오는 바람
1631,건들건들-&#62775;다(여변),바람이 조금 세게 불다
220,건성건성,대강대강
6931,건술-건방,(乾戌乾方). 건(乾)과 술(戌)의 건방
1627,건장-&#62775;다(여변),하던일을 마치지 못하다
6252,건장제,=횟-대. 옷을 거는 장대
6782,건장제,키 큰 사람의 별칭
895,건저귀-왓,"허물을 고쳐주는 귀신이 살고 있는 밭
"
2813,건지,건더기
3906,건지,건더기
5255,건지-뿔,뒤쪽으로 길게 향한 소뿔
5216,건지뿔,뒤로 길게 향한 뿔
1626,건풍-&#62775;다(여변),풍치다
6781,건풍-다리,큰소릿꾼
2809,걸,⇒거리
6251,걸-낭,말코지
4459,걸-니,송곳니
1123,걸-매,"물도랑이 자주 막히는 개울
"
6779,걸-바시,⇒걸렁바쉬
1616,걸-버무리다,관계하다. 남녀사이에 정교(情交)를 하다
2808,걸궁,명절 놀음. 농악
5254,걸귀,여윈 짐승
1625,걸귀-지다,몸이 여위다
1624,걸러-지다,거꾸러지다
6780,걸렁-바쉬,=걸-바시=동녕-바치. 거지
6430,걸렁지,=걸렝이. 처네
6429,걸렝이,⇒걸렁지
1623,걸려-메다,노로 잡아매다
1622,걸루다2,걷게 하다
1621,걸루다3,시험하여 묻다
5813,걸름,거름
1619,걸름-&#62775;다(여변),거름주다
5705,걸름-착,거름 망태
6250,걸리,거루
1618,걸리다,노로 잡다
1119,걸매-목,"걸매 입구
"
3905,걸명,제사 끝에 잡귀에게 주기 위하여 제물을 조금씩 뗀것
1617,걸명-&#62775;다(여변),제사 끝에 제물을 조금씩 떼어 잡귀에게 주다
993,걸세오름,"걸쇠(걸세)모양의 산이라 하여 유래
"
985,걸시오름,"지형이 걸쇠처럼 생겼다 하여 연유함
"
1615,걸어-지다,관계있다. 관련되다
1614,걸짝-거리다,너털거리다
6778,걸짝-군,=걸짝-둥이. 너털거리며 다니는 사람
6777,걸짝-둥이,⇒걸짝군
4981,검넝,⇒거펑
5052,검노린 어럭쇠,검은 빛. 흰 빛. 누런빛이 섞인 얼룩소
5253,검노린-쇠,검은 빛이 도는 황소
5252,검노린-어럭쇠,흑황색(黑黃色)에 백색이 섞인 얼룩소
5082,검노린쇠,검은 빛을 띤 누런 소
4712,검북-낭,풍개나무
1418,검북낭,풍개나무
896,검붕낭앝-밧,"풍개나무가 있던 밭
"
5053,검은 어럭쇠,검은 빛. 흰 빛이 섞인 얼룩소
4457,검은-곡뒤,=고=꼽디=뒷-솔기. 뒤통수
4880,검은-돔,⇒감은돔
4456,검은-동자,검은자(瞳)
5251,검은-신쇠,등에 누런털이 있는 검은 소
5249,검은-월라,=검은-월래. 흑백색이 섞인 얼룩말(黑白斑馬)
5248,검은-월래,⇒검은월라
3207,검은-조,조 품종의 한가지. 빛이 조금 검고 차진것
5194,검은돗,검은 돼지
5083,검은쇠,검은 소
5080,검은신쇠,등에 누런 털이 약간 있는 검은 소
5035,검은월라,검은 털에 흰털이 조금 섞여 있고 안장곳에 흰털이 있는 얼룩말(黑白斑馬)
5031,검은유마,흑갈색말(黑褐色馬)
1349,검은탈낭,검은딸기
5250,검음-어럭쇠,흑백색(黑黃色)이 섞인 얼룩소(黑白斑牛)
6428,검정-물,검은빛 물감
2807,검정-빗,검은 빛
5812,검질,=지심. 김(雜草)
4618,검질,검불. 김(雜草)
1613,검추다,탐내어 주어 가지다
3206,겁-보리&#60376;,거피한 보리쌀
6776,겁-쉬,겁장이
2806,겁-절,겁결
1612,겁다(ㅂ변),손을 대다
3000,겁죽,⇒거풀
2805,겁죽,⇒거죽
3904,것,①먹이. ②자산(資産)
2804,것,먹이. 자산(資産)
3903,것-계,먹이의 흔적
1611,것-잡다,결점을 캐다
1610,겅충-거리다,거들먹거리다
4099,겉-창,덧문짝
1608,게-먹다1,=게심-먹다. 질투하다. 앙갚음하려는 생각을 가지다
1607,게-먹다2,마찰되어 닳아지다
4455,게-춤,가래침
20,게¹,겐. 그래. 해라 할 자리에 그렇다는 뜻을 나타내는 말
1385,게가비,개나리
1609,게게-&#62775;다(여변),=기기-`&#62775;다.` 재재거리다
3902,게기,‘고기’의 어린애 말
2803,게꿈,⇒거꿈
219,게난,"  그러니, 그러니까"
4980,게드레기,=기드레기. 집게
218,게메," 게메선=게메서란. 그러기에, 그러므로"
19,게메,게메서란=게메선. 그러기에. 과연 그렇다는 뜻을 나타내는 말
215,게민,그러면
1606,게부-&#62775;다(여변),(改夫). 개가(改嫁)하다
4879,게스리,=물-게스리. 갯지렁이
2802,게심,질투심
1605,게심-먹다,⇒게먹다
4711,게에기,화본과(禾本科)에 속한 풀 이름. 줄풀 비슷하나 뿌리에서 잎이 모여 나고 겨울에도 푸름
4807,게여미,게염지. 개미
4907,게염지,⇒게여미
4617,게염지-탈,=베염-탈. 뱀 딸기
3901,게영,=겡. 제사에 쓰는 국
1231,게와,"호주머니
"
805,게와당,"호주머니모양으로 생긴 마당
"
5338,게우,=게위. 거위
1604,게우다,먹은것을 뱉다
4806,게우리1,지렁이
4906,게우리2,⇒거수에
2801,게움,질투
1603,게움-&#62775;다(여변),질투하다
4979,게웃,전복창자
5337,게위,⇒게우
6775,게음-다리,질투장이
1602,게죽-거리다,께죽거리다. 께지럭거리다
2800,게틀-름,=게틀-음. 트림
2799,게틀-음,⇒게틀름
1601,게틀루다,트림하다
6427,게화,호주머니
1046,겐놉샘물,"물통처럼 둥그렇게 생기고 갯이끼가 껴있어 붙여진 이름
"
18,겔쎄,글쎄
1595,겝지다,낟알을 잘게 쪼개다. 타다
3900,겡,⇒게영
214,겡삭겡삭,빙긋빙긋
4878,겡이,=깅이. 게(蟹)
873,겡이-돌레,"바다에 사는 게 모양의 작은 밭
"
213,경," 기영=그영, 그렇게, 그리"
4095,고-팡,=궤-팡=안-방=안-팡=암-방. 광
4710,고개초,애기똥풀
1594,고견-&#62775;다(여변),=고렴-&#62775;다=고애-&#62775;다. 조상(弔喪)하다
3204,고고리,이삭
3899,고구-짐치,일본식 무김치. 단무지
5954,고기-술,낚싯줄
6426,고깔,농악에 쓰는 꽃 달린 모자
1593,고남-&#62775;다(여변),강평(講評)하다
5247,고냉이,=괴. 고양이
4616,고냉이-똥,=유룸=유어름=졸갱이. 으름덩굴
2999,고냉이-똥,=유어름=유룸=졸갱이. 으름
842,고냉이-머들-아즌-밧,"밭 가운데 고인돌처럼 큰 돌이 앉아 있어 붙여진 이름 
"
2998,고냉이-멀뤼,가마귀머루
4709,고냉이-멀뤼,가마 귀머루
4615,고냉이-정당,=정당=고냉이-정동=정동='&#62283;'-정동. 댕댕이덩굴
4708,고냉이-정동,⇒고냉이정당
4614,고냉이-풀1,=광나니-쿨=하리비-고장. 할미꽃
4613,고냉이-풀3,=떡-정당=떡-정동.계요등
1382,고냉이멀리,개머루
1381,고냉이멀위,개머루
1304,고냉이풀,괭이밥
1337,고냉이풀,고네할미
1308,고냉이할미,괭이밥
2797,고냥,=고망=구녁=구녕=굼=궁기. 구멍
5336,고냥-&#58251;생이,=고망-닥새=그스렁-닥새. 굴뚝새
4707,고네-할미,=고능풀=고로-쿨. 닭의 밑씻개
4805,고노리1,⇒강베록1
4905,고노리2,⇒강베록2
4612,고능-풀,⇒고네할미
1050,고능개물,"바닷가 소하천의 앞 바다가 가느다랗다 하여 붙여진 이름
"
5598,고니,=꼬녀=꼰=꼰저. 고누
7074,고단,고장. 곳
5335,고달,=&#58251;-고달. 볏(&#38622;冠)
4978,고도리,모양은 고등어와 비슷하고 멸치보다 조금 큰 바다 고기
811,고동여,"소라가 많이 잡히는 암초
"
1428,고드랫돌,"산듸짚을 재료로 가늘게 꼰 노를 감아 넘길 수 있도록 만든 석공예품
"
5704,고들게,=고들게-낭. 껑거리
5811,고들게-낭,⇒고들게
5703,고들게-친,밀치. 후거리
1592,고들보다,겨루다. 돌보다
4877,고등에,고등어
4098,고딧-흑,새우
5,고라,&#57767;라=&#58250;려. 더러
5146,고라&#58726;," =고래&#58726;. 누런 말
"
5246,고라-&#58726;,=고래-&#58726;. 회색말(灰色馬). (非白非黃)
7073,고랑챙이,=고랑치=골챙이=냇-고랑치=냇-골챙이. 골창. 개골창
7072,고랑치,⇒고랑챙이
5245,고래-&#58726;,⇒고라-&#58726;
6774,고래-벡정놈,고래 벡정놈의-새끼. 망나니. 욕설로 씀
6773,고래벡정놈의-새끼,⇒고래 벡정놈
5810,고량,고랑
6249,고량,=고량-착=차롱-착. 채롱
6248,고량-착,⇒고량
3201,고량-콩,고랑에 간작(間作)으로 심는 콩
4097,고량캐,부엌앞에 붙은 빈 칸
1416,고레수기,전나무
2796,고렴,=고애. 조문(弔問)
1591,고렴-&#62775;다(여변),⇒고견&#62775;다
1450,고령-밭,떡 차롱 모양의 밭
4706,고로-쿨,⇒고네할미
4454,고롬,고름(膿)
4453,고롬-똥,곱똥
4611,고롬-쿨1," =젖-쿨. ①젖 나는 풀의 총칭. ②땅빈대.
"
4705,고롬-쿨2,=등듸-풀. 젖풀
1590,고르다(르변),=골르다. 빅다
4452,고른-바닥,발창 한가운데
1092,고른-참,"대정현과 정의현의 경계선, 참은 5리를 나타내는 거리의 단위로서 말을 바꾸어 타던 장소
"
